File Name,Assert Count
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\kernel-args.ll,3
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\llvm.amdgcn.buffer.atomic.ll,0
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\llvm.amdgcn.image.atomic.ll,0
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\loads.ll,0
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\no-return-blocks.ll,0
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\phi-undef.ll,1
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\unreachable-loop-block.ll,0
test\Analysis\LegacyDivergenceAnalysis\AMDGPU\workitem-intrinsics.ll,0
test\Analysis\LegacyDivergenceAnalysis\NVPTX\diverge.ll,0
test\Analysis\Lint\address-spaces.ll,4
test\Analysis\Lint\check-zero-divide.ll,0
test\Analysis\Lint\cppeh-catch-intrinsics-clean.ll,2
test\Analysis\Lint\memintrin.ll,0
test\Analysis\Lint\noalias-byval.ll,0
test\Analysis\Lint\noalias-readonly.ll,0
test\Analysis\Lint\noop-cast-expr-no-pointer.ll,2
test\Analysis\Lint\tail-call-byval.ll,0
test\Analysis\LoopAccessAnalysis\backward-dep-different-types.ll,0
test\Analysis\LoopAccessAnalysis\forward-loop-carried.ll,0
test\Analysis\LoopAccessAnalysis\forward-loop-independent.ll,0
test\Analysis\LoopAccessAnalysis\independent-interleaved.ll,0
test\Analysis\LoopAccessAnalysis\interleave-innermost.ll,1
test\Analysis\LoopAccessAnalysis\memcheck-for-loop-invariant.ll,0
test\Analysis\LoopAccessAnalysis\memcheck-ni.ll,0
test\Analysis\LoopAccessAnalysis\memcheck-off-by-one-error.ll,0
test\Analysis\LoopAccessAnalysis\memcheck-wrapping-pointers.ll,2
test\Analysis\LoopAccessAnalysis\multiple-strides-rt-memory-checks.ll,1
test\Analysis\LoopAccessAnalysis\non-wrapping-pointer.ll,0
test\Analysis\LoopAccessAnalysis\nullptr.ll,0
test\Analysis\LoopAccessAnalysis\number-of-memchecks.ll,4
test\Analysis\LoopAccessAnalysis\pointer-with-unknown-bounds.ll,0
test\Analysis\LoopAccessAnalysis\pr31098.ll,1
test\Analysis\LoopAccessAnalysis\resort-to-memchecks-only.ll,0
test\Analysis\LoopAccessAnalysis\reverse-memcheck-bounds.ll,0
test\Analysis\LoopAccessAnalysis\safe-no-checks.ll,0
test\Analysis\LoopAccessAnalysis\safe-with-dep-distance.ll,0
test\Analysis\LoopAccessAnalysis\store-to-invariant-check1.ll,0
test\Analysis\LoopAccessAnalysis\store-to-invariant-check2.ll,0
test\Analysis\LoopAccessAnalysis\store-to-invariant-check3.ll,0
test\Analysis\LoopAccessAnalysis\stride-access-dependence.ll,0
test\Analysis\LoopAccessAnalysis\underlying-objects-1.ll,0
test\Analysis\LoopAccessAnalysis\underlying-objects-2.ll,0
test\Analysis\LoopAccessAnalysis\unsafe-and-rt-checks-convergent.ll,0
test\Analysis\LoopAccessAnalysis\unsafe-and-rt-checks.ll,0
test\Analysis\LoopAccessAnalysis\wrapping-pointer-ni.ll,0
test\Analysis\LoopAccessAnalysis\wrapping-pointer-versioning.ll,0
test\Analysis\LoopCacheAnalysis\PowerPC\loads-store.ll,0
test\Analysis\LoopCacheAnalysis\PowerPC\matmul.ll,0
test\Analysis\LoopCacheAnalysis\PowerPC\matvecmul.ll,0
test\Analysis\LoopCacheAnalysis\PowerPC\single-store.ll,0
test\Analysis\LoopCacheAnalysis\PowerPC\stencil.ll,0
test\Analysis\LoopInfo\2003-05-15-NestingProblem.ll,0
test\Analysis\LoopInfo\annotated-parallel-complex.ll,0
test\Analysis\LoopInfo\annotated-parallel-simple.ll,0
test\Analysis\MemoryDependenceAnalysis\invalidation.ll,2
test\Analysis\MemoryDependenceAnalysis\invariant.group-bug.ll,0
test\Analysis\MemoryDependenceAnalysis\memdep-block-scan-limit.ll,3
test\Analysis\MemoryDependenceAnalysis\memdep_requires_dominator_tree.ll,0
test\Analysis\MemorySSA\assume.ll,0
test\Analysis\MemorySSA\atomic-clobber.ll,0
test\Analysis\MemorySSA\basicaa-memcpy.ll,0
test\Analysis\MemorySSA\constant-memory.ll,0
test\Analysis\MemorySSA\cyclicphi.ll,0
test\Analysis\MemorySSA\debugvalue.ll,0
test\Analysis\MemorySSA\debugvalue2.ll,0
test\Analysis\MemorySSA\forward-unreachable.ll,1
test\Analysis\MemorySSA\function-clobber.ll,0
test\Analysis\MemorySSA\function-mem-attrs.ll,0
test\Analysis\MemorySSA\invalidate.ll,0
test\Analysis\MemorySSA\invariant-groups.ll,0
test\Analysis\MemorySSA\lifetime-simple.ll,1
test\Analysis\MemorySSA\load-invariant.ll,0
test\Analysis\MemorySSA\loop-rotate-disablebasicaa.ll,0
test\Analysis\MemorySSA\loop-rotate-inv-template.ll,0
test\Analysis\MemorySSA\loop-rotate-simplified-clone.ll,2
test\Analysis\MemorySSA\loop-rotate-valuemap.ll,0
test\Analysis\MemorySSA\loop-unswitch.ll,0
test\Analysis\MemorySSA\loop_rotate_remove_trivial_phis.ll,0
test\Analysis\MemorySSA\many-dom-backedge.ll,0
test\Analysis\MemorySSA\many-doms.ll,0
test\Analysis\MemorySSA\multi-edges.ll,0
test\Analysis\MemorySSA\multiple-backedges-hal.ll,1
test\Analysis\MemorySSA\multiple-locations.ll,0
test\Analysis\MemorySSA\no-disconnected.ll,0
test\Analysis\MemorySSA\nondeterminism.ll,0
test\Analysis\MemorySSA\optimize-use.ll,0
test\Analysis\MemorySSA\phi-translation.ll,0
test\Analysis\MemorySSA\pr28880.ll,0
test\Analysis\MemorySSA\pr36883.ll,0
test\Analysis\MemorySSA\pr39197.ll,0
test\Analysis\MemorySSA\pr40037.ll,0
test\Analysis\MemorySSA\pr40038.ll,0
test\Analysis\MemorySSA\pr40509.ll,0
test\Analysis\MemorySSA\pr40749.ll,0
test\Analysis\MemorySSA\pr40749_2.ll,0
test\Analysis\MemorySSA\pr40754.ll,0
test\Analysis\MemorySSA\pr41254.ll,0
test\Analysis\MemorySSA\pr41640.ll,0
test\Analysis\MemorySSA\pr41853.ll,0
test\Analysis\MemorySSA\pr42294.ll,0
test\Analysis\MemorySSA\pr42940.ll,0
test\Analysis\MemorySSA\pr43044.ll,0
test\Analysis\MemorySSA\pr43317.ll,0
test\Analysis\MemorySSA\pr43320.ll,0
test\Analysis\MemorySSA\pr43426.ll,0
test\Analysis\MemorySSA\pr43427.ll,0
test\Analysis\MemorySSA\pr43438.ll,0
test\Analysis\MemorySSA\pr43493.ll,0
test\Analysis\MemorySSA\pr43540.ll,0
test\Analysis\MemorySSA\pr43541.ll,0
test\Analysis\MemorySSA\pr43569.ll,0
test\Analysis\MemorySSA\pr43641.ll,0
test\Analysis\MemorySSA\ptr-const-mem.ll,0
test\Analysis\MemorySSA\reduce_clobber_limit.ll,0
test\Analysis\MemorySSA\renamephis.ll,0
test\Analysis\MemorySSA\simple_loop_unswitch_nontrivial.ll,4
test\Analysis\MemorySSA\unreachable.ll,0
test\Analysis\MemorySSA\update_unroll.ll,0
test\Analysis\MemorySSA\volatile-clobber.ll,0
test\Analysis\MustExecute\const-cond.ll,0
test\Analysis\MustExecute\infinite_loops.ll,6
test\Analysis\MustExecute\loop-header.ll,0
test\Analysis\MustExecute\must_be_executed_context.ll,0
test\Analysis\PhiValues\basic.ll,0
test\Analysis\PhiValues\big_phi.ll,0
test\Analysis\PhiValues\long_phi_chain.ll,0
test\Analysis\PostDominators\infinite-loop.ll,0
test\Analysis\PostDominators\infinite-loop2.ll,0
test\Analysis\PostDominators\infinite-loop3.ll,0
test\Analysis\PostDominators\pr1098.ll,0
test\Analysis\PostDominators\pr24415.ll,0
test\Analysis\PostDominators\pr6047_a.ll,0
test\Analysis\PostDominators\pr6047_b.ll,0
test\Analysis\PostDominators\pr6047_c.ll,0
test\Analysis\PostDominators\pr6047_d.ll,0
test\Analysis\ProfileSummary\basic.ll,0
test\Analysis\RegionInfo\20100809_bb_not_in_domtree.ll,0
test\Analysis\RegionInfo\bad_node_traversal.ll,0
test\Analysis\RegionInfo\block_sort.ll,0
test\Analysis\RegionInfo\condition_complicated.ll,0
test\Analysis\RegionInfo\condition_complicated_2.ll,0
test\Analysis\RegionInfo\condition_forward_edge.ll,0
test\Analysis\RegionInfo\condition_same_exit.ll,0
test\Analysis\RegionInfo\condition_simple.ll,0
test\Analysis\RegionInfo\cond_loop.ll,0
test\Analysis\RegionInfo\exit_in_condition.ll,0
test\Analysis\RegionInfo\infinite_loop.ll,0
test\Analysis\RegionInfo\infinite_loop_2.ll,0
test\Analysis\RegionInfo\infinite_loop_3.ll,0
test\Analysis\RegionInfo\infinite_loop_4.ll,0
test\Analysis\RegionInfo\infinite_loop_5_a.ll,0
test\Analysis\RegionInfo\infinite_loop_5_b.ll,0
test\Analysis\RegionInfo\infinite_loop_5_c.ll,0
test\Analysis\RegionInfo\loops_1.ll,0
test\Analysis\RegionInfo\loops_2.ll,0
test\Analysis\RegionInfo\loop_with_condition.ll,0
test\Analysis\RegionInfo\mix_1.ll,0
test\Analysis\RegionInfo\multiple_exiting_edge.ll,0
test\Analysis\RegionInfo\nested_loops.ll,0
test\Analysis\RegionInfo\next.ll,0
test\Analysis\RegionInfo\outgoing_edge.ll,0
test\Analysis\RegionInfo\outgoing_edge_1.ll,0
test\Analysis\RegionInfo\paper.ll,0
test\Analysis\RegionInfo\two_loops_same_header.ll,0
test\Analysis\RegionInfo\unreachable_bb.ll,0
test\Analysis\ScalarEvolution\2007-07-15-NegativeStride.ll,0
test\Analysis\ScalarEvolution\2007-08-06-MisinterpretBranch.ll,0
test\Analysis\ScalarEvolution\2007-08-06-Unsigned.ll,0
test\Analysis\ScalarEvolution\2007-09-27-LargeStepping.ll,0
test\Analysis\ScalarEvolution\2007-11-14-SignedAddRec.ll,1
test\Analysis\ScalarEvolution\2007-11-18-OrInstruction.ll,0
test\Analysis\ScalarEvolution\2008-02-11-ReversedCondition.ll,0
test\Analysis\ScalarEvolution\2008-02-12-SMAXTripCount.ll,0
test\Analysis\ScalarEvolution\2008-02-15-UMax.ll,0
test\Analysis\ScalarEvolution\2008-05-25-NegativeStepToZero.ll,0
test\Analysis\ScalarEvolution\2008-06-12-BinomialInt64.ll,0
test\Analysis\ScalarEvolution\2008-07-12-UnneededSelect1.ll,0
test\Analysis\ScalarEvolution\2008-07-12-UnneededSelect2.ll,0
test\Analysis\ScalarEvolution\2008-07-19-InfiniteLoop.ll,0
test\Analysis\ScalarEvolution\2008-07-19-WrappingIV.ll,0
test\Analysis\ScalarEvolution\2008-07-29-SGTTripCount.ll,0
test\Analysis\ScalarEvolution\2008-07-29-SMinExpr.ll,0
test\Analysis\ScalarEvolution\2008-08-04-IVOverflow.ll,0
test\Analysis\ScalarEvolution\2008-08-04-LongAddRec.ll,0
test\Analysis\ScalarEvolution\2008-11-02-QuadraticCrash.ll,0
test\Analysis\ScalarEvolution\2008-11-15-CubicOOM.ll,0
test\Analysis\ScalarEvolution\2008-11-18-LessThanOrEqual.ll,2
test\Analysis\ScalarEvolution\2008-11-18-Stride1.ll,0
test\Analysis\ScalarEvolution\2008-11-18-Stride2.ll,0
test\Analysis\ScalarEvolution\2008-12-08-FiniteSGE.ll,0
test\Analysis\ScalarEvolution\2008-12-11-SMaxOverflow.ll,0
test\Analysis\ScalarEvolution\2008-12-14-StrideAndSigned.ll,0
test\Analysis\ScalarEvolution\2008-12-15-DontUseSDiv.ll,0
test\Analysis\ScalarEvolution\2009-01-02-SignedNegativeStride.ll,0
test\Analysis\ScalarEvolution\2009-04-22-TruncCast.ll,6
test\Analysis\ScalarEvolution\2009-05-09-PointerEdgeCount.ll,0
test\Analysis\ScalarEvolution\2009-07-04-GroupConstantsWidthMismatch.ll,1
test\Analysis\ScalarEvolution\2010-09-03-RequiredTransitive.ll,0
test\Analysis\ScalarEvolution\2011-03-09-ExactNoMaxBECount.ll,0
test\Analysis\ScalarEvolution\2011-04-26-FoldAddRec.ll,0
test\Analysis\ScalarEvolution\2011-10-04-ConstEvolve.ll,2
test\Analysis\ScalarEvolution\2012-03-26-LoadConstant.ll,0
test\Analysis\ScalarEvolution\2012-05-18-LoopPredRecurse.ll,0
test\Analysis\ScalarEvolution\2012-05-29-MulAddRec.ll,0
test\Analysis\ScalarEvolution\and-xor.ll,6
test\Analysis\ScalarEvolution\avoid-assume-hang.ll,0
test\Analysis\ScalarEvolution\avoid-infinite-recursion-0.ll,1
test\Analysis\ScalarEvolution\avoid-infinite-recursion-1.ll,0
test\Analysis\ScalarEvolution\avoid-smax-0.ll,0
test\Analysis\ScalarEvolution\avoid-smax-1.ll,0
test\Analysis\ScalarEvolution\binomial-explision.ll,1
test\Analysis\ScalarEvolution\cache_loop_exit_limit.ll,2
test\Analysis\ScalarEvolution\constant_condition.ll,0
test\Analysis\ScalarEvolution\different-loops-recs.ll,22
test\Analysis\ScalarEvolution\div-overflow.ll,0
test\Analysis\ScalarEvolution\do-loop.ll,0
test\Analysis\ScalarEvolution\exact-exit-count-more-precise.ll,4
test\Analysis\ScalarEvolution\exact_iter_count.ll,4
test\Analysis\ScalarEvolution\exhaustive-trip-counts.ll,0
test\Analysis\ScalarEvolution\expander-replace-congruent-ivs.ll,0
test\Analysis\ScalarEvolution\exponential-behavior.ll,0
test\Analysis\ScalarEvolution\ext-antecedent.ll,0
test\Analysis\ScalarEvolution\extract-highbits-sameconstmask.ll,0
test\Analysis\ScalarEvolution\extract-highbits-variablemask.ll,0
test\Analysis\ScalarEvolution\extract-lowbits-sameconstmask.ll,0
test\Analysis\ScalarEvolution\extract-lowbits-variablemask.ll,0
test\Analysis\ScalarEvolution\flags-from-poison-dbg.ll,0
test\Analysis\ScalarEvolution\flags-from-poison.ll,56
test\Analysis\ScalarEvolution\flattened-0.ll,0
test\Analysis\ScalarEvolution\fold.ll,16
test\Analysis\ScalarEvolution\guards.ll,8
test\Analysis\ScalarEvolution\how-far-to-zero.ll,0
test\Analysis\ScalarEvolution\huge_expression_limit.ll,3
test\Analysis\ScalarEvolution\implied-via-addition.ll,2
test\Analysis\ScalarEvolution\implied-via-division.ll,32
test\Analysis\ScalarEvolution\incorrect-nsw.ll,0
test\Analysis\ScalarEvolution\increasing-or-decreasing-iv.ll,0
test\Analysis\ScalarEvolution\infer-prestart-no-wrap.ll,0
test\Analysis\ScalarEvolution\infer-via-ranges.ll,0
test\Analysis\ScalarEvolution\inner-loop-by-latch-cond-unknown.ll,1
test\Analysis\ScalarEvolution\invalidation.ll,2
test\Analysis\ScalarEvolution\latch-dominating-conditions.ll,0
test\Analysis\ScalarEvolution\limit-depth.ll,10
test\Analysis\ScalarEvolution\load-with-range-metadata.ll,0
test\Analysis\ScalarEvolution\load.ll,2
test\Analysis\ScalarEvolution\lshr-shl-differentconstmask.ll,0
test\Analysis\ScalarEvolution\max-addops-inline.ll,0
test\Analysis\ScalarEvolution\max-addrec-size.ll,2
test\Analysis\ScalarEvolution\max-be-count-not-constant.ll,0
test\Analysis\ScalarEvolution\max-expr-cache.ll,0
test\Analysis\ScalarEvolution\max-mulops-inline.ll,0
test\Analysis\ScalarEvolution\max-trip-count-address-space.ll,3
test\Analysis\ScalarEvolution\max-trip-count.ll,2
test\Analysis\ScalarEvolution\merge-add-rec-many-inputs.ll,0
test\Analysis\ScalarEvolution\min-max-exprs.ll,0
test\Analysis\ScalarEvolution\multiple-max-iterations.ll,0
test\Analysis\ScalarEvolution\no-wrap-add-exprs.ll,0
test\Analysis\ScalarEvolution\no-wrap-unknown-becount.ll,0
test\Analysis\ScalarEvolution\non-IV-phi.ll,2
test\Analysis\ScalarEvolution\nowrap-preinc-limits.ll,0
test\Analysis\ScalarEvolution\nsw-offset-assume.ll,0
test\Analysis\ScalarEvolution\nsw-offset.ll,0
test\Analysis\ScalarEvolution\nsw.ll,6
test\Analysis\ScalarEvolution\nw-sub-is-not-nw-add.ll,0
test\Analysis\ScalarEvolution\overflow-intrinsics-trip-count.ll,0
test\Analysis\ScalarEvolution\overflow-intrinsics.ll,0
test\Analysis\ScalarEvolution\pointer-sign-bits.ll,0
test\Analysis\ScalarEvolution\pr18606-min-zeros.ll,2
test\Analysis\ScalarEvolution\pr18606.ll,0
test\Analysis\ScalarEvolution\pr22179.ll,0
test\Analysis\ScalarEvolution\pr22641.ll,0
test\Analysis\ScalarEvolution\pr22674.ll,0
test\Analysis\ScalarEvolution\pr22856.ll,0
test\Analysis\ScalarEvolution\pr24757.ll,0
test\Analysis\ScalarEvolution\pr25369.ll,0
test\Analysis\ScalarEvolution\pr27315.ll,0
test\Analysis\ScalarEvolution\pr28705.ll,0
test\Analysis\ScalarEvolution\pr34538.ll,0
test\Analysis\ScalarEvolution\pr35890.ll,0
test\Analysis\ScalarEvolution\pr3909.ll,0
test\Analysis\ScalarEvolution\pr40420.ll,2
test\Analysis\ScalarEvolution\predicated-trip-count.ll,4
test\Analysis\ScalarEvolution\range-signedness.ll,0
test\Analysis\ScalarEvolution\returned.ll,0
test\Analysis\ScalarEvolution\scev-aa.ll,0
test\Analysis\ScalarEvolution\scev-canonical-mode.ll,0
test\Analysis\ScalarEvolution\scev-dispositions.ll,0
test\Analysis\ScalarEvolution\scev-expander-existing-value-offset.ll,0
test\Analysis\ScalarEvolution\scev-expander-incorrect-nowrap.ll,0
test\Analysis\ScalarEvolution\scev-expander-reuse-gep.ll,0
test\Analysis\ScalarEvolution\scev-expander-reuse-unroll.ll,0
test\Analysis\ScalarEvolution\scev-expander-reuse-vect.ll,0
test\Analysis\ScalarEvolution\scev-invalid.ll,2
test\Analysis\ScalarEvolution\scev-prestart-nowrap.ll,0
test\Analysis\ScalarEvolution\sext-inreg.ll,0
test\Analysis\ScalarEvolution\sext-iv-0.ll,0
test\Analysis\ScalarEvolution\sext-iv-1.ll,0
test\Analysis\ScalarEvolution\sext-iv-2.ll,0
test\Analysis\ScalarEvolution\sext-mul.ll,0
test\Analysis\ScalarEvolution\sext-to-zext.ll,0
test\Analysis\ScalarEvolution\sext-zero.ll,0
test\Analysis\ScalarEvolution\shift-op.ll,20
test\Analysis\ScalarEvolution\shl-lshr-differentconstmask.ll,0
test\Analysis\ScalarEvolution\sle.ll,0
test\Analysis\ScalarEvolution\smax-br-phi-idioms.ll,0
test\Analysis\ScalarEvolution\smax.ll,0
test\Analysis\ScalarEvolution\solve-quadratic-i1.ll,0
test\Analysis\ScalarEvolution\solve-quadratic-overflow.ll,0
test\Analysis\ScalarEvolution\solve-quadratic.ll,7
test\Analysis\ScalarEvolution\SolveQuadraticEquation.ll,8
test\Analysis\ScalarEvolution\strip-injective-zext.ll,0
test\Analysis\ScalarEvolution\trip-count-pow2.ll,10
test\Analysis\ScalarEvolution\trip-count-switch.ll,2
test\Analysis\ScalarEvolution\trip-count-unknown-stride.ll,0
test\Analysis\ScalarEvolution\trip-count.ll,4
test\Analysis\ScalarEvolution\trip-count10.ll,0
test\Analysis\ScalarEvolution\trip-count11.ll,0
test\Analysis\ScalarEvolution\trip-count12.ll,2
test\Analysis\ScalarEvolution\trip-count13.ll,0
test\Analysis\ScalarEvolution\trip-count14.ll,0
test\Analysis\ScalarEvolution\trip-count15.ll,0
test\Analysis\ScalarEvolution\trip-count2.ll,1
test\Analysis\ScalarEvolution\trip-count3.ll,0
test\Analysis\ScalarEvolution\trip-count4.ll,0
test\Analysis\ScalarEvolution\trip-count5.ll,0
test\Analysis\ScalarEvolution\trip-count6.ll,0
test\Analysis\ScalarEvolution\trip-count7.ll,0
test\Analysis\ScalarEvolution\trip-count8.ll,0
test\Analysis\ScalarEvolution\trip-count9.ll,0
test\Analysis\ScalarEvolution\tripmultiple_calculation.ll,0
test\Analysis\ScalarEvolution\trunc-simplify.ll,0
test\Analysis\ScalarEvolution\truncate.ll,0
test\Analysis\ScalarEvolution\umin-umax-folds.ll,0
test\Analysis\ScalarEvolution\undefined.ll,0
test\Analysis\ScalarEvolution\unknown_phis.ll,0
test\Analysis\ScalarEvolution\unreachable-code.ll,0
test\Analysis\ScalarEvolution\unsimplified-loop.ll,0
test\Analysis\ScalarEvolution\urem-0.ll,0
test\Analysis\ScalarEvolution\widenable-condition.ll,0
test\Analysis\ScalarEvolution\ZeroStep.ll,0
test\Analysis\ScalarEvolution\zext-divrem.ll,8
test\Analysis\ScalarEvolution\zext-mul.ll,0
test\Analysis\ScalarEvolution\zext-signed-addrec.ll,0
test\Analysis\ScalarEvolution\zext-wrap.ll,0
test\Analysis\ScopedNoAliasAA\basic-domains.ll,0
test\Analysis\ScopedNoAliasAA\basic.ll,0
test\Analysis\ScopedNoAliasAA\basic2.ll,0
test\Analysis\StackSafetyAnalysis\ipa-alias.ll,0
test\Analysis\StackSafetyAnalysis\ipa.ll,6
test\Analysis\StackSafetyAnalysis\local.ll,0
test\Analysis\StackSafetyAnalysis\memintrin.ll,0
test\Analysis\StackSafetyAnalysis\scev-udiv.ll,4
test\Analysis\StackSafetyAnalysis\Inputs\ipa-alias.ll,0
test\Analysis\StackSafetyAnalysis\Inputs\ipa.ll,0
test\Analysis\TypeBasedAliasAnalysis\aggregates.ll,0
test\Analysis\TypeBasedAliasAnalysis\aliastest.ll,8
test\Analysis\TypeBasedAliasAnalysis\argument-promotion.ll,2
test\Analysis\TypeBasedAliasAnalysis\cyclic.ll,1
test\Analysis\TypeBasedAliasAnalysis\dse.ll,8
test\Analysis\TypeBasedAliasAnalysis\dynamic-indices.ll,4
test\Analysis\TypeBasedAliasAnalysis\functionattrs.ll,16
test\Analysis\TypeBasedAliasAnalysis\gvn-nonlocal-type-mismatch.ll,0
test\Analysis\TypeBasedAliasAnalysis\intrinsics.ll,2
test\Analysis\TypeBasedAliasAnalysis\licm.ll,0
test\Analysis\TypeBasedAliasAnalysis\memcpyopt.ll,0
test\Analysis\TypeBasedAliasAnalysis\placement-tbaa.ll,0
test\Analysis\TypeBasedAliasAnalysis\PR17620.ll,2
test\Analysis\TypeBasedAliasAnalysis\precedence.ll,0
test\Analysis\TypeBasedAliasAnalysis\sink.ll,0
test\Analysis\TypeBasedAliasAnalysis\tbaa-path-new.ll,0
test\Analysis\TypeBasedAliasAnalysis\tbaa-path.ll,0
test\Analysis\ValueTracking\aarch64.irg.ll,0
test\Analysis\ValueTracking\assume.ll,0
test\Analysis\ValueTracking\deref-bitcast-of-gep.ll,0
test\Analysis\ValueTracking\dereferenceable-and-aligned.ll,0
test\Analysis\ValueTracking\func-ptr-lsb.ll,0
test\Analysis\ValueTracking\gep-negative-issue.ll,2
test\Analysis\ValueTracking\get-pointer-base-with-const-off.ll,0
test\Analysis\ValueTracking\invariant.group.ll,0
test\Analysis\ValueTracking\known-bits-from-range-md.ll,6
test\Analysis\ValueTracking\known-non-equal.ll,4
test\Analysis\ValueTracking\known-nonnull-at.ll,0
test\Analysis\ValueTracking\known-power-of-two.ll,0
test\Analysis\ValueTracking\known-signbit-shift.ll,8
test\Analysis\ValueTracking\knownnonzero-shift.ll,2
test\Analysis\ValueTracking\knownzero-addrspacecast.ll,4
test\Analysis\ValueTracking\knownzero-shift.ll,2
test\Analysis\ValueTracking\memory-dereferenceable.ll,1
test\Analysis\ValueTracking\monotonic-phi.ll,6
test\Analysis\ValueTracking\non-negative-phi-bits.ll,2
test\Analysis\ValueTracking\numsignbits-from-assume.ll,0
test\Analysis\ValueTracking\pr23011.ll,2
test\Analysis\ValueTracking\select-pattern.ll,0
test\Analysis\ValueTracking\signbits-extract-elt.ll,0
test\Assembler\2002-03-08-NameCollision.ll,0
test\Assembler\2002-03-08-NameCollision2.ll,0
test\Assembler\2002-04-07-HexFloatConstants.ll,1
test\Assembler\2002-04-07-InfConstant.ll,1
test\Assembler\2002-04-29-NameBinding.ll,0
test\Assembler\2002-05-02-InvalidForwardRef.ll,1
test\Assembler\2002-07-14-OpaqueType.ll,0
test\Assembler\2002-07-25-QuoteInString.ll,0
test\Assembler\2002-07-25-ReturnPtrFunction.ll,1
test\Assembler\2002-07-31-SlashInString.ll,0
test\Assembler\2002-08-15-CastAmbiguity.ll,2
test\Assembler\2002-08-15-ConstantExprProblem.ll,1
test\Assembler\2002-08-15-UnresolvedGlobalReference.ll,1
test\Assembler\2002-08-16-ConstExprInlined.ll,0
test\Assembler\2002-08-19-BytecodeReader.ll,0
test\Assembler\2002-08-22-DominanceProblem.ll,1
